filename,1,2,3,4,5,6,7,8,9,10
text1,0.09375,0.0833333333333333,0.0729166666666667,0.177083333333333,0.0625,0.0833333333333333,0.229166666666667,0.0833333333333333,0.0520833333333333,0.0625
text10,0.0366748166259169,0.0317848410757946,0.0366748166259169,0.0806845965770171,0.0171149144254279,0.0806845965770171,0.224938875305623,0.0171149144254279,0.039119804400978,0.43520782396088
text100,0.0396341463414634,0.0304878048780488,0.0335365853658537,0.13109756097561,0.435975609756098,0.0670731707317073,0.182926829268293,0.024390243902439,0.0274390243902439,0.0274390243902439
text1000,0.0880829015544041,0.0569948186528497,0.419689119170984,0.0466321243523316,0.0362694300518135,0.0259067357512953,0.0621761658031088,0.0259067357512953,0.0673575129533679,0.170984455958549
text1001,0.155367231638418,0.0254237288135593,0.457627118644068,0.0706214689265537,0.0310734463276836,0.0423728813559322,0.0338983050847458,0.0338983050847458,0.0254237288135593,0.124293785310734
text1002,0.0686695278969957,0.0429184549356223,0.158798283261803,0.0386266094420601,0.0343347639484979,0.0729613733905579,0.296137339055794,0.137339055793991,0.0643776824034335,0.0858369098712446
text1003,0.0135922330097087,0.0194174757281553,0.500970873786408,0.029126213592233,0.0563106796116505,0.029126213592233,0.0854368932038835,0.0213592233009709,0.0310679611650485,0.213592233009709
text1004,0.235732009925558,0.0347394540942928,0.168734491315137,0.178660049627792,0.0397022332506204,0.0719602977667494,0.15136476426799,0.0148883374689826,0.0794044665012407,0.0248138957816377
text1005,0.259345794392523,0.0327102803738318,0.320093457943925,0.0397196261682243,0.0677570093457944,0.0373831775700935,0.135514018691589,0.0257009345794393,0.0350467289719626,0.0467289719626168
text1006,0.0669014084507042,0.147887323943662,0.147887323943662,0.0387323943661972,0.139084507042254,0.0140845070422535,0.028169014084507,0.191901408450704,0.0827464788732394,0.142605633802817
text1007,0.198142414860681,0.232198142414861,0.0681114551083591,0.0526315789473684,0.0804953560371517,0.0588235294117647,0.0804953560371517,0.0835913312693498,0.0340557275541796,0.111455108359133
text1008,0.0151975683890578,0.31306990881459,0.0486322188449848,0.0364741641337386,0.115501519756839,0.0455927051671733,0.200607902735562,0.0334346504559271,0.155015197568389,0.0364741641337386
text1009,0.0810810810810811,0.108108108108108,0.27027027027027,0.033033033033033,0.039039039039039,0.0990990990990991,0.0780780780780781,0.0630630630630631,0.0540540540540541,0.174174174174174
text101,0.0192837465564738,0.0303030303030303,0.0303030303030303,0.515151515151515,0.0550964187327824,0.0633608815426997,0.0909090909090909,0.0275482093663912,0.112947658402204,0.0550964187327824
text1010,0.140077821011673,0.101167315175097,0.264591439688716,0.0272373540856031,0.0700389105058366,0.0739299610894942,0.143968871595331,0.0466926070038911,0.0817120622568093,0.0505836575875486
text1011,0.430962343096234,0.0460251046025105,0.0878661087866109,0.0292887029288703,0.0460251046025105,0.0376569037656904,0.0251046025104603,0.205020920502092,0.0460251046025105,0.0460251046025105
text1012,0.0561797752808989,0.193820224719101,0.219101123595506,0.0617977528089888,0.0365168539325843,0.047752808988764,0.191011235955056,0.0308988764044944,0.115168539325843,0.047752808988764
text1013,0.111650485436893,0.354368932038835,0.12621359223301,0.0242718446601942,0.058252427184466,0.0436893203883495,0.0436893203883495,0.106796116504854,0.0485436893203884,0.0825242718446602
text1014,0.046070460704607,0.395663956639566,0.024390243902439,0.0731707317073171,0.037940379403794,0.037940379403794,0.21680216802168,0.021680216802168,0.0948509485094851,0.0514905149051491
text1015,0.0966183574879227,0.0531400966183575,0.376811594202899,0.0434782608695652,0.0628019323671498,0.0483091787439614,0.154589371980676,0.0531400966183575,0.0483091787439614,0.0628019323671498
text1016,0.0599455040871935,0.0463215258855586,0.0217983651226158,0.136239782016349,0.482288828337875,0.0326975476839237,0.0871934604904632,0.0190735694822888,0.0381471389645777,0.0762942779291553
text1017,0.113149847094801,0.0672782874617737,0.0305810397553517,0.0611620795107034,0.0581039755351682,0.0886850152905199,0.217125382262997,0.0214067278287462,0.152905198776758,0.18960244648318
text1018,0.0924657534246575,0.0445205479452055,0.174657534246575,0.363013698630137,0.0787671232876712,0.0376712328767123,0.123287671232877,0.0205479452054795,0.0376712328767123,0.0273972602739726
text1019,0.0123131046613896,0.0114335971855761,0.207563764291996,0.0167106420404573,0.202286719437115,0.0175901495162709,0.0721196130167107,0.0219876868953386,0.132805628847845,0.3051890941073
text102,0.0298295454545455,0.515625,0.0355113636363636,0.0326704545454545,0.0184659090909091,0.0184659090909091,0.0980113636363636,0.0369318181818182,0.139204545454545,0.0752840909090909
text1020,0.0786516853932584,0.421348314606742,0.0393258426966292,0.0786516853932584,0.0955056179775281,0.0449438202247191,0.0561797752808989,0.0617977528089888,0.0730337078651685,0.050561797752809
text1021,0.245901639344262,0.0117096018735363,0.211943793911007,0.00936768149882904,0.0234192037470726,0.0257611241217799,0.0175644028103045,0.0163934426229508,0.053864168618267,0.384074941451991
text1022,0.530799475753604,0.114023591087811,0.0340760157273919,0.0445609436435125,0.0458715596330275,0.0131061598951507,0.055045871559633,0.0301441677588467,0.0812581913499345,0.0511140235910878
text1023,0.0426356589147287,0.472868217054264,0.0465116279069768,0.0542635658914729,0.0736434108527132,0.0387596899224806,0.124031007751938,0.0542635658914729,0.062015503875969,0.0310077519379845
text1024,0.222462203023758,0.105831533477322,0.101511879049676,0.105831533477322,0.306695464362851,0.0280777537796976,0.0518358531317495,0.019438444924406,0.0323974082073434,0.0259179265658747
text1025,0.422705314009662,0.0458937198067633,0.164251207729469,0.0386473429951691,0.0386473429951691,0.0386473429951691,0.142512077294686,0.0386473429951691,0.0458937198067633,0.0241545893719807
text1026,0.0481540930979133,0.0224719101123596,0.0256821829855538,0.142857142857143,0.0128410914927769,0.0626003210272873,0.457463884430177,0.0272873194221509,0.0609951845906902,0.139646869983949
text1027,0.0295454545454545,0.140909090909091,0.0852272727272727,0.0272727272727273,0.207954545454545,0.0204545454545455,0.310227272727273,0.0420454545454545,0.0454545454545455,0.0909090909090909
text1028,0.0251716247139588,0.464530892448513,0.0389016018306636,0.0411899313501144,0.0503432494279176,0.0251716247139588,0.187643020594966,0.0274599542334096,0.0617848970251716,0.0778032036613272
text1029,0.0579964850615114,0.0404217926186292,0.304042179261863,0.0316344463971881,0.0913884007029877,0.0527240773286468,0.0984182776801406,0.0474516695957821,0.0913884007029877,0.184534270650264
text103,0.0380710659898477,0.479695431472081,0.0355329949238579,0.0406091370558376,0.0685279187817259,0.0431472081218274,0.149746192893401,0.0177664974619289,0.106598984771574,0.0203045685279188
text1030,0.0529595015576324,0.0249221183800623,0.358255451713396,0.0529595015576324,0.0747663551401869,0.0404984423676012,0.0560747663551402,0.0716510903426791,0.0404984423676012,0.227414330218069
text1031,0.113163972286374,0.0184757505773672,0.0277136258660508,0.0392609699769053,0.0785219399538106,0.0184757505773672,0.35796766743649,0.120092378752887,0.0531177829099307,0.173210161662818
